hotel,review,title,rating,date,month,year
Sarova Panafric,first thing thats immediately apparent star fade room superior see better days sure avoid room face street traffic surprisingly loud night say service excellent everyone security ladies reception everything make stay comfortable possible breakfast buffet pretty extensive staff friendly hospitable dinner ok overprice imo airport transfer obscenely expensive usd50 way numerous reputable options online airport xfers low 20 way even allow book directly website stay terrible expect since online review,fade star,3.0,2012-11-01,11,2012
Sarova Panafric,attend conference nairobi stay hotel room clean security great thing enjoy breakfast good 5 days stay always make sure miss wonderful spread usit indeed feast bed wide fluffy want wake get shower impress clean everything staff friendly always go way meet need one thing disappoint lunch poorly prepare one bbq lunch best lunch like fact pool din area would surely go back stay sarova,enjoy breakfast,4.0,2012-10-01,10,2012
Sarova Stanley,beautiful old world charm hiccup arrival could find book quickly rectify thankfully cab ride airport take two hours truly beautiful place stay wish stay another night exchange bar probably nicest lot leather friendly staff thank great stay,wonderful love history,5.0,2014-08-01,8,2014
Sarova Stanley,lovely two night stay hotel set safari staff friendly accommodate one experience share put valuables room safe somehow manage leave safe open day return letter security staff tell us indiscretion much relief maid call security make everything safe ensure return items money ticket credit card cash present account excellent service,security stanley hotel,4.0,2014-08-01,8,2014
Sarova Stanley,travel extensively kenya hotel far best place stay great customer service wonderful food relax ambiance heat outdoor pool spagym area excellent value price luxurious compare much pay especially compare hotels hotel also close walk proximity number downtown nairobi attractions place definitely worth stay,slice paradise,5.0,2014-08-01,8,2014
Sarova Stanley,arrive nairobi safari due start next day would book safari park hotel driver inform us last minute upgrade downtown nairobi sarova stanley look surround somehow convince would upgrade pleasantly surprise arrive check staff exceptionally nice concierge go beyond help us find kind plug adaptor need offer go get also track camera case granddaughter leave car would arrive get back night historic hotel find interest bed bed comfortable room immaculate granddaughter love,first class hotel,5.0,2014-08-01,8,2014
Sarova Stanley,stanley would always first choice visit nairobi charm hotel locate right centre town staff friendly helpful room nicely appoint clean comfortable rooftop pool definitely one highlight look forward next visit,favourite nairobi,5.0,2014-02-01,2,2014
Sarova Panafric,sarova panafric nice hotel locate heart city nairobi close central business district ideal business trip hotel friendly staff restaurants food reasonable thge outdoors restaurant nice place hangout,sarova panafric,4.0,2012-12-01,12,2012
Sarova Panafric,panafric hotel place take conferences workshops accommodation need facilities excellent friendly hospitable staff always assist food also excellent variety choose charge fair compare hotels,conference accomodation,5.0,2012-11-01,11,2012
Sarova Panafric,return three night stay sarova panafric visit kenya first time wed staff friendly provide high level service throughout make family feel welcome breakfast buffet excellent selection quality food restaurant lunch dinner high room good size spotlessly clean would totally recommend stay look hotel nairobi,good stay,4.0,2012-11-01,11,2012
Sarova Panafric,nice stay hotel safari need place stay hotel ideal good restaurant serve include breakfast also lunch dinner staff friendly professional one thing like organize regular taxi offer limo service airport 40 per person problem organize taxi cost 20 airport total recomment aircab,friendly comfortable,5.0,2012-10-01,10,2012
Sarova Panafric,stay sarova panafric two separate nights honeymoon november breakfast fantastic room nice service good jane masseuse beautiful soul two aspects trouble 1 thin wall function pool stay could hear everything 2 massive markup taxi hotel airport usual price 2000ksh hotel airport hotel charge 25usd per person unacceptable markup particularly consider taxi driver probably saw less 5 someone rightly point sarova hotel california corruption unscrupulous deal kenya truly disappoint implore general manager hotel,good stay,4.0,2012-11-01,11,2012
Sarova Panafric,receive first class service function hotel sales account manager joseph kimondo efficient attend us staff hotel ensure things go smoothly hospitable,exellent customer service,5.0,2012-11-01,11,2012
Sarova Panafric,stay hotel last part holiday lovely relax fantastic facilities book treatments pedicure massage excellent value staff friendly professional staff food great breakfast everything could possibly want must forget cocktails able find french kiss since definately would recommend,enjoyable stay,5.0,2012-10-01,10,2012
Sarova Panafric,stay yet say hotel get better every time long journey nice greet name arrival give hot towel fresh juice room usual excellent spotlessly clean thank lovely eunice great team towel decorations delight see day work thank rachael staff business centre excellent helpful nothing much trouble even though many conferences deal team tulia spa truly best around care professional star excellent flame tree restaurant roy annrita attentive great job minute arrive minute leave pleasure,get better,5.0,2012-10-01,10,2012
